expression,category,category_2,common,sg,pl,mass,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,adjs,restrictor_DE,scope_DE,NPI,animate,occupation,clothing,appearance,thing,breakable,start_with_vowel,frontable,gender,frequent
boys,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,m,
girls,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,f,
men,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,m,
women,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,f,
ladies,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,f,
dudes,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,m,
guys,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,m,
gals,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,f,
children,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,n,
kids,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,n,
adults,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,1,,n,
people,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,n,
humans,N,N,,0,1,0,,,,,,,,,,,,,,,,1,,,,,,0,,n,
doctors,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
patients,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
actors,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,1,,n,
actresses,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,1,,f,
waiters,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
waitresses,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,f,
customers,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
cashiers,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
teachers,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
students,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
guests,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
pedestrians,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
drivers,N,N,,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,0,,n,
hat,N,N,,1,0,0,,,,,,,,,,,,soft;cool;wool,,,,0,,1,1,1,,0,,,
scarf,N,N,,1,0,0,,,,,,,,,,,,soft;cool;wool;warm,,,,0,,1,1,1,,0,,,
shirt,N,N,,1,0,0,,,,,,,,,,,,soft;cool;wool;warm;red;black;blue;plain;colorful,,,,0,,1,1,1,,0,,,
pants,N,N,,0,1,0,,,,,,,,,,,,soft;cool;wool;warm;red;black;blue;plain;colorful,,,,0,,1,1,1,,0,,,
shoes,N,N,,0,1,0,,,,,,,,,,,,fancy;leather,,,,0,,1,1,1,,0,,,
gloves,N,N,,0,1,0,,,,,,,,,,,,fancy;leather,,,,0,,1,1,1,,0,,,
glasses,N,N,,0,1,0,,,,,,,,,,,,plastic;hip;metal,,,,0,,1,1,1,,0,,,
dress,N,N,,1,0,0,,,,,,,,,,,,soft;cool;wool;warm;red;black;blue;plain;colorful,,,,0,,1,1,1,,0,,,
skirt,N,N,,1,0,0,,,,,,,,,,,,soft;cool;wool;warm;red;black;blue;plain;colorful,,,,0,,1,1,1,,0,,,
hair,N,N,,1,0,1,,,,,,,,,,,,long;short;dark;light;brown;blond,,,,0,,0,1,,,0,,,
eyes,N,N,,0,1,0,,,,,,,,,,,,dark;light;blue;brown,,,,0,,0,1,,,1,,,
nose,N,N,,1,0,0,,,,,,,,,,,,big;small;narrow;wide,,,,0,,0,1,,,0,,,
face,N,N,,1,0,0,,,,,,,,,,,,pretty;strange;wide;long;narrow;short,,,,0,,0,1,,,0,,,
wear,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,clothing=1,,wear,,,,,,,,,,,,,,
wearing,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,clothing=1,,wear,,,,,,,,,,,,,,
wore,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,clothing=1,,wear,,,,,,,,,,,,,,
worn,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,clothing=1,,wear,,,,,,,,,,,,,,
wear,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,clothing=1,,wear,,,,,,,,,,,,,,
wears,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,clothing=1,,wear,,,,,,,,,,,,,,
clean,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1,,clean,,,,,,,,,,,,,,
cleaning,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,thing=1,,clean,,,,,,,,,,,,,,
cleaned,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1,,clean,,,,,,,,,,,,,,
cleaned,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,thing=1,,clean,,,,,,,,,,,,,,
clean,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,thing=1,,clean,,,,,,,,,,,,,,
cleans,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,thing=1,,clean,,,,,,,,,,,,,,
break,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1^breakable=1,,break,,,,,,,,,,,,,,
breaking,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,thing=1^breakable=1,,break,,,,,,,,,,,,,,
broke,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1^breakable=1,,break,,,,,,,,,,,,,,
broken,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,thing=1^breakable=1,,break,,,,,,,,,,,,,,
break,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,thing=1^breakable=1,,break,,,,,,,,,,,,,,
breaks,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,thing=1^breakable=1,,break,,,,,,,,,,,,,,
buy,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1,,buy,,,,,,,,,,,,,,
buying,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,thing=1,,buy,,,,,,,,,,,,,,
bought,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1,,buy,,,,,,,,,,,,,,
bought,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,thing=1,,buy,,,,,,,,,,,,,,
buy,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,thing=1,,buy,,,,,,,,,,,,,,
buys,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,thing=1,,buy,,,,,,,,,,,,,,
sell,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1,,sell,,,,,,,,,,,,,,
selling,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,thing=1,,sell,,,,,,,,,,,,,,
sold,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1,,sell,,,,,,,,,,,,,,
sold,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,thing=1,,sell,,,,,,,,,,,,,,
sell,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,thing=1,,sell,,,,,,,,,,,,,,
sells,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,thing=1,,sell,,,,,,,,,,,,,,
lift,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1,,lift,,,,,,,,,,,,,,
lifting,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,thing=1,,lift,,,,,,,,,,,,,,
lifted,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1,,lift,,,,,,,,,,,,,,
lifted,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,thing=1,,lift,,,,,,,,,,,,,,
lift,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,thing=1,,lift,,,,,,,,,,,,,,
lifts,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,thing=1,,lift,,,,,,,,,,,,,,
have,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1,,,,,,,,,,,,,,,,
has,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=0,thing=1,,,,,,,,,,,,,,,,
had,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1^sg=1,thing=1,,,,,,,,,,,,,,,,
take,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1,,,,,,,,,,,,,,,,
took,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1,,,,,,,,,,,,,,,,
taking,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,thing=1,,,,,,,,,,,,,,,,
taken,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,thing=1,,,,,,,,,,,,,,,,
bring,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1,,,,,,,,,,,,,,,,
brought,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1,,,,,,,,,,,,,,,,
brought,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,thing=1,,,,,,,,,,,,,,,,
bringing,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,thing=1,,,,,,,,,,,,,,,,
see,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1;animate=1,,,,,,,,,,,,,,,,
see,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,thing=1;animate=1,,,,,,,,,,,,,,,,
sees,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,thing=1;animate=1,,,,,,,,,,,,,,,,
saw,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1;animate=1,,,,,,,,,,,,,,,,
seen,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,thing=1;animate=1,,,,,,,,,,,,,,,,
like,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1;animate=1,,,,,,,,,,,,,,,,
like,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,thing=1;animate=1,,,,,,,,,,,,,,,,
likes,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,thing=1;animate=1,,,,,,,,,,,,,,,,
liked,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1;animate=1,,,,,,,,,,,,,,,,
admire,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,thing=1;animate=1,,,,,,,,,,,,,,,,
admiring,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,thing=1;animate=1,,,,,,,,,,,,,,,,
admire,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,thing=1;animate=1,,,,,,,,,,,,,,,,
admires,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,thing=1;animate=1,,,,,,,,,,,,,,,,
admired,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,thing=1;animate=1,,,,,,,,,,,,,,,,
admired,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,thing=1;animate=1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
love,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
love,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
loves,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
loved,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
loved,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
hate,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
hate,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
hates,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
hated,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
hated,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
know,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
know,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
knows,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
knew,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
known,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
respect,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
respect,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
respects,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
respected,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
respected,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
care for,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
care for,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
cares for,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
cared for,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
cared for,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
dislike,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
dislike,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
dislikes,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
disliked,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
disliked,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
remember,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
remember,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
remembers,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
remembered,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
remembered,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
forget,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
forget,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
forgets,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
forgot,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
forgotten,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiss,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
kiss,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
kisses,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
kissed,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
kissed,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
kissing,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
help,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
help,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
helps,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
helped,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
helped,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
helping,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
talk to,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
talk to,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
talks to,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
talked to,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
talked to,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
talking to,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
hug,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
hug,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
hugs,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
hugged,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
hugged,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
hugging,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
visit,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
visit,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
visits,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
visited,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
visited,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
visiting,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
attack,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
attack,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
attacks,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
attacked,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
attacked,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
attacking,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
listen to,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
listen to,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
listens to,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
listened to,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
listened to,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
listening to,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
work with,(S\NP)/NP,TV,,,,,0,1,0,0,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
work with,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,0,animate=1^sg=0,animate=1,,,,,,,,,,,,,,,,
works with,(S\NP)/NP,TV,,,,,1,0,1,0,0,0,1,animate=1^sg=1,animate=1,,,,,,,,,,,,,,,,
worked with,(S\NP)/NP,TV,,,,,1,0,0,1,0,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
worked with,(S\NP)/NP,TV,,,,,0,0,0,0,0,1,0,animate=1,animate=1,,,,,,,,,,,,,,,,
working with,(S\NP)/NP,TV,,,,,0,0,0,0,1,0,0,animate=1,animate=1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
want,(S\NP)/(S[to]\NP),V_control,,,,,1,0,1,0,0,0,0,animate=1^sg=0,bare=1,,,,,,,,,,,,,,,,
wants,(S\NP)/(S[to]\NP),V_control,,,,,1,0,1,0,0,0,1,animate=1^sg=1,bare=1,,,,,,,,,,,,,,,,
wanted,(S\NP)/(S[to]\NP),V_control,,,,,1,0,0,1,0,0,0,animate=1,bare=1,,,,,,,,,,,,,,,,
want,(S\NP)/(S[to]\NP),V_control,,,,,0,1,0,0,0,0,0,animate=1,bare=1,,,,,,,,,,,,,,,,
tried,(S\NP)/(S[to]\NP),V_control,,,,,1,0,0,1,0,0,0,animate=1,bare=1,,,,,,,,,,,,,,,,
trying,(S\NP)/(S[to]\NP),V_control,,,,,0,0,0,0,1,0,0,animate=1,bare=1,,,,,,,,,,,,,,,,
try,(S\NP)/(S[to]\NP),V_control,,,,,0,1,0,0,0,0,0,animate=1,bare=1,,,,,,,,,,,,,,,,
tried,(S\NP)/(S[to]\NP),V_control,,,,,0,0,0,0,0,1,0,animate=1,bare=1,,,,,,,,,,,,,,,,
might,(S\NP)/(S[bare]\NP),modal,,,,,,,1,,,,,,bare=1,,,,,,,,,,,,,,0,,
would,(S\NP)/(S[bare]\NP),modal,,,,,,,0,,,,,,bare=1,,,,,,,,,,,,,,0,,
could,(S\NP)/(S[bare]\NP),modal,,,,,,,0,,,,,,bare=1,,,,,,,,,,,,,,0,,
should,(S\NP)/(S[bare]\NP),modal,,,,,,,1,,,,,,bare=1,,,,,,,,,,,,,,1,,
will,(S\NP)/(S[bare]\NP),modal,,,,,,,1,,,,,,bare=1,,,,,,,,,,,,,,1,,
can,(S\NP)/(S[bare]\NP),modal,,,,,,,1,,,,,,bare=1,,,,,,,,,,,,,,1,,
do,(S\NP)/(S[bare]\NP),aux,,,,,1,0,1,0,0,0,0,sg=0,bare=1,,,,,,,,,,,,,,1,,
does,(S\NP)/(S[bare]\NP),aux,,,,,1,0,1,0,0,0,1,sg=1,bare=1,,,,,,,,,,,,,,1,,
did,(S\NP)/(S[bare]\NP),aux,,,,,1,0,0,1,0,0,0,,bare=1,,,,,,,,,,,,,,1,,
is,(S\NP)/(S[bare]\NP),aux,,,,,1,0,1,0,0,0,1,sg=1,ing=1,,,,,,,,,,,,,,1,,
